ENSEMBL ID,label
ENSG00000204860,0
ENSG00000260920,1
ENSG00000281501,1
ENSG00000251191,0
ENSG00000237989,0
ENSG00000267058,0
ENSG00000260735,0
ENSG00000116652,0
ENSG00000227959,1
ENSG00000269176,1
ENSG00000251615,0
ENSG00000248049,1
ENSG00000263013,0
ENSG00000268543,0
ENSG00000233397,1
ENSG00000263470,1
ENSG00000260083,1
ENSG00000232956,1
ENSG00000203875,1
ENSG00000261140,0
ENSG00000233554,1
ENSG00000257556,0
ENSG00000267904,0
ENSG00000205830,0
ENSG00000215190,0
ENSG00000235726,0
ENSG00000235192,0
ENSG00000225032,0
ENSG00000230439,1
ENSG00000225548,1
ENSG00000243629,1
ENSG00000275223,0
ENSG00000278175,0
ENSG00000261423,0
ENSG00000175728,0
ENSG00000231064,0
ENSG00000221817,0
ENSG00000231764,0
ENSG00000265263,0
ENSG00000270154,0
ENSG00000224699,1
ENSG00000274220,0
ENSG00000234840,0
ENSG00000227912,0
ENSG00000260412,0
ENSG00000237250,1
ENSG00000219665,1
ENSG00000267002,0
ENSG00000234771,0
ENSG00000261069,0
ENSG00000261366,0
ENSG00000178412,0
ENSG00000270067,0
ENSG00000280347,0
ENSG00000279970,0
ENSG00000182912,0
ENSG00000236901,0
ENSG00000251381,1
ENSG00000278192,0
ENSG00000250548,1
ENSG00000273203,0
ENSG00000272129,0
ENSG00000248858,0
ENSG00000272508,0
ENSG00000279186,0
ENSG00000204362,0
ENSG00000261485,0
ENSG00000272980,0
ENSG00000261351,0
ENSG00000279170,0
ENSG00000228889,1
ENSG00000251141,0
ENSG00000247970,0
ENSG00000228434,0
ENSG00000230490,1
ENSG00000271853,1
ENSG00000259940,0
ENSG00000279519,0
ENSG00000268061,1
ENSG00000268364,0
ENSG00000279602,0
ENSG00000256092,0
ENSG00000279118,0
ENSG00000254473,1
ENSG00000277182,0
ENSG00000277778,0
ENSG00000255036,0
ENSG00000260269,0
ENSG00000259976,0
ENSG00000258945,1
ENSG00000237499,0
ENSG00000273311,0
ENSG00000224597,1
ENSG00000229373,0
ENSG00000270177,0
ENSG00000236013,1
ENSG00000236345,0
ENSG00000235590,1
ENSG00000280798,0
ENSG00000274964,0
ENSG00000260509,0
ENSG00000279522,0
ENSG00000228109,0
ENSG00000235381,0
ENSG00000258088,0
ENSG00000279535,0
ENSG00000235070,0
ENSG00000177822,0
ENSG00000278202,0
ENSG00000267288,0
ENSG00000239213,0
ENSG00000233396,1
ENSG00000273254,0
ENSG00000251432,0
ENSG00000233332,0
ENSG00000271788,0
ENSG00000228106,1
ENSG00000227214,1
ENSG00000263874,0
ENSG00000273033,0
ENSG00000281205,0
ENSG00000226029,0
ENSG00000246263,0
ENSG00000231365,0
ENSG00000279088,0
ENSG00000247081,1
ENSG00000231177,0
ENSG00000116883,0
ENSG00000276107,0
ENSG00000281398,0
ENSG00000275897,0
ENSG00000246100,1
ENSG00000270605,0
ENSG00000205488,0
ENSG00000273015,0
ENSG00000235072,0
ENSG00000270179,0
ENSG00000186594,0
ENSG00000279407,0
ENSG00000279821,0
ENSG00000267040,0
ENSG00000273565,1
ENSG00000235888,0
ENSG00000229267,1
ENSG00000203865,1
ENSG00000259172,0
ENSG00000227540,0
ENSG00000258099,1
ENSG00000270096,0
ENSG00000219545,1
ENSG00000272667,1
ENSG00000272086,1
ENSG00000233006,0
ENSG00000152931,0
ENSG00000261335,0
