ENSEMBL ID,label
ENSG00000264112,0
ENSG00000233806,0
ENSG00000204706,0
ENSG00000261455,0
ENSG00000224699,0
ENSG00000272070,1
ENSG00000224418,0
ENSG00000259129,0
ENSG00000213599,0
ENSG00000259994,1
ENSG00000257086,0
ENSG00000260920,1
ENSG00000278875,0
ENSG00000255310,0
ENSG00000212694,0
ENSG00000263470,1
ENSG00000260400,1
ENSG00000273448,0
ENSG00000236289,0
ENSG00000278291,1
ENSG00000259959,0
ENSG00000260000,0
ENSG00000261777,1
ENSG00000261061,1
ENSG00000260267,1
ENSG00000245910,1
ENSG00000260236,1
ENSG00000239911,0
ENSG00000272936,0
ENSG00000275764,0
ENSG00000275389,0
ENSG00000261168,0
ENSG00000245937,1
ENSG00000259895,0
ENSG00000232093,0
ENSG00000281468,0
ENSG00000247572,1
ENSG00000234449,1
ENSG00000278730,1
ENSG00000260442,0
ENSG00000250538,1
ENSG00000275457,1
ENSG00000267575,1
ENSG00000249087,0
ENSG00000231439,1
ENSG00000278878,0
ENSG00000269959,0
ENSG00000263013,0
ENSG00000226849,0
ENSG00000166770,1
ENSG00000267152,0
ENSG00000245573,1
ENSG00000260032,1
ENSG00000279259,0
ENSG00000234741,0
ENSG00000249430,1
ENSG00000224272,0
ENSG00000224152,1
ENSG00000272918,0
ENSG00000258920,0
ENSG00000228065,0
ENSG00000255224,0
ENSG00000170919,0
ENSG00000282390,1
ENSG00000272145,1
ENSG00000267270,0
ENSG00000267787,0
ENSG00000245526,0
ENSG00000279673,1
ENSG00000255036,0
ENSG00000272980,0
ENSG00000246695,1
ENSG00000278238,1
ENSG00000277806,0
ENSG00000274272,0
ENSG00000255248,0
ENSG00000259943,1
ENSG00000269983,0
ENSG00000253738,1
ENSG00000188242,0
ENSG00000272323,0
ENSG00000228274,1
ENSG00000261638,1
ENSG00000185904,0
ENSG00000260966,0
ENSG00000271155,0
ENSG00000270055,0
ENSG00000279693,0
ENSG00000224189,1
ENSG00000236255,0
ENSG00000272994,0
ENSG00000235423,1
ENSG00000265688,1
ENSG00000272086,1
ENSG00000251216,1
ENSG00000275632,0
ENSG00000093100,0
ENSG00000170161,1
ENSG00000269893,0
ENSG00000247728,1
ENSG00000214548,0
ENSG00000257621,0
ENSG00000271997,0
ENSG00000269416,1
ENSG00000203506,0
ENSG00000260766,1
ENSG00000231064,0
ENSG00000269793,1
ENSG00000260391,0
ENSG00000258056,1
ENSG00000269696,0
ENSG00000249846,0
ENSG00000257815,0
ENSG00000279930,0
ENSG00000272661,0
ENSG00000273270,1
ENSG00000279010,0
ENSG00000272831,0
ENSG00000260879,0
ENSG00000271966,0
ENSG00000248890,1
ENSG00000260083,1
ENSG00000247134,1
ENSG00000272455,0
ENSG00000226696,1
ENSG00000272379,0
ENSG00000280079,1
ENSG00000237310,1
ENSG00000278989,0
ENSG00000275549,0
ENSG00000278156,0
ENSG00000249476,0
ENSG00000273723,0
ENSG00000237021,0
ENSG00000273329,1
ENSG00000223891,1
ENSG00000272948,0
ENSG00000273729,0
ENSG00000244625,0
ENSG00000269609,1
ENSG00000283078,0
ENSG00000273432,0
ENSG00000279692,1
ENSG00000279313,0
ENSG00000249673,0
ENSG00000250742,1
ENSG00000267106,1
ENSG00000260917,0
ENSG00000268573,1
ENSG00000279196,0
ENSG00000275854,0
