ENSEMBL ID,label
ENSG00000278996,1
ENSG00000276900,0
ENSG00000258976,0
ENSG00000247970,0
ENSG00000274403,0
ENSG00000255062,1
ENSG00000281103,0
ENSG00000273599,0
ENSG00000279633,0
ENSG00000279474,0
ENSG00000231312,1
ENSG00000245904,0
ENSG00000223891,1
ENSG00000250802,0
ENSG00000189149,0
ENSG00000250616,1
ENSG00000231064,0
ENSG00000236830,0
ENSG00000203288,1
ENSG00000213971,0
ENSG00000241316,1
ENSG00000258711,0
ENSG00000263731,1
ENSG00000279476,0
ENSG00000234171,1
ENSG00000275389,0
ENSG00000259804,0
ENSG00000268912,0
ENSG00000280401,0
ENSG00000227963,0
ENSG00000229591,0
ENSG00000233396,1
ENSG00000251323,0
ENSG00000260698,0
ENSG00000261071,0
ENSG00000274104,1
ENSG00000197989,0
ENSG00000130600,1
ENSG00000275888,0
ENSG00000132204,0
ENSG00000253837,0
ENSG00000274333,0
ENSG00000255864,0
ENSG00000268364,0
ENSG00000272760,0
ENSG00000230513,1
ENSG00000266835,1
ENSG00000269976,0
ENSG00000251022,0
ENSG00000279070,0
ENSG00000230148,0
ENSG00000224945,0
ENSG00000280036,0
ENSG00000273145,1
ENSG00000273001,0
ENSG00000231871,0
ENSG00000269998,0
ENSG00000276170,1
ENSG00000261096,0
ENSG00000274414,0
ENSG00000226808,1
ENSG00000203999,0
ENSG00000237248,0
ENSG00000270055,0
ENSG00000262165,1
ENSG00000184441,0
ENSG00000266236,0
ENSG00000272936,0
ENSG00000259518,0
ENSG00000250131,0
ENSG00000271855,0
ENSG00000269293,1
ENSG00000273391,1
ENSG00000249790,1
ENSG00000203993,0
ENSG00000275329,0
ENSG00000197813,0
ENSG00000257599,1
ENSG00000267575,0
ENSG00000186056,0
ENSG00000267277,0
ENSG00000236144,0
ENSG00000280211,0
ENSG00000280106,0
ENSG00000261079,1
ENSG00000269940,0
ENSG00000261888,0
ENSG00000279696,0
ENSG00000233967,0
ENSG00000270605,0
ENSG00000277283,1
ENSG00000258301,0
ENSG00000206417,0
ENSG00000276077,1
ENSG00000274092,0
ENSG00000235423,1
ENSG00000224043,1
ENSG00000224870,1
ENSG00000273368,0
ENSG00000261770,0
ENSG00000236269,0
ENSG00000267002,0
ENSG00000235111,0
ENSG00000223695,0
ENSG00000264112,0
ENSG00000248858,0
ENSG00000262601,0
ENSG00000268006,0
ENSG00000280543,0
ENSG00000254615,0
ENSG00000263293,1
ENSG00000224186,0
ENSG00000247095,0
ENSG00000261069,0
ENSG00000262251,0
ENSG00000278834,1
ENSG00000246560,1
ENSG00000235884,1
ENSG00000272102,0
ENSG00000271978,0
ENSG00000245213,0
ENSG00000255389,0
ENSG00000279369,1
ENSG00000272853,0
ENSG00000273306,0
ENSG00000254427,1
ENSG00000233237,0
ENSG00000272293,0
ENSG00000275202,1
ENSG00000223403,0
ENSG00000261242,0
ENSG00000273038,0
ENSG00000260735,0
ENSG00000253716,1
ENSG00000260604,0
ENSG00000272933,0
ENSG00000260751,0
ENSG00000233922,0
ENSG00000272948,0
ENSG00000278917,0
ENSG00000246067,0
ENSG00000250240,0
ENSG00000243410,0
ENSG00000258704,0
ENSG00000263551,0
ENSG00000254477,0
ENSG00000214293,1
ENSG00000230257,1
ENSG00000268628,0
ENSG00000254703,1
ENSG00000228878,0
ENSG00000258325,1
ENSG00000269893,1
ENSG00000274370,0
ENSG00000279283,0
ENSG00000279529,0
ENSG00000253352,0
ENSG00000260804,0
ENSG00000279095,0
ENSG00000273483,0
ENSG00000267397,0
ENSG00000231105,0
ENSG00000120664,0
ENSG00000251136,0
ENSG00000233695,0
ENSG00000279770,0
ENSG00000224358,0
ENSG00000249898,1
ENSG00000261560,0
ENSG00000254369,1
ENSG00000232098,0
ENSG00000226363,1
ENSG00000232034,0
ENSG00000261351,1
ENSG00000279118,0
ENSG00000224376,0
ENSG00000246777,0
ENSG00000278864,0
ENSG00000272072,0
ENSG00000279138,0
ENSG00000267121,0
ENSG00000246273,1
ENSG00000272787,0
