ENSEMBL ID,label
ENSG00000233230,0
ENSG00000245248,1
ENSG00000275437,0
ENSG00000277440,0
ENSG00000282860,0
ENSG00000277559,0
ENSG00000260647,0
ENSG00000279738,0
ENSG00000260566,1
ENSG00000238054,1
ENSG00000223797,1
ENSG00000233611,0
ENSG00000260231,1
ENSG00000271983,0
ENSG00000182165,1
ENSG00000273064,0
ENSG00000233223,0
ENSG00000255306,0
ENSG00000277369,0
ENSG00000267169,0
ENSG00000185065,0
ENSG00000263080,0
ENSG00000272486,1
ENSG00000274191,0
ENSG00000237523,1
ENSG00000272316,0
ENSG00000266904,0
ENSG00000272791,0
ENSG00000278948,0
ENSG00000259891,0
ENSG00000225975,0
ENSG00000234028,0
ENSG00000237883,1
ENSG00000272572,0
ENSG00000225173,1
ENSG00000279568,0
ENSG00000276248,0
ENSG00000224066,0
ENSG00000267546,0
ENSG00000228010,0
ENSG00000279059,0
ENSG00000274828,0
ENSG00000228623,1
ENSG00000179818,0
ENSG00000231721,0
ENSG00000270020,0
ENSG00000232860,0
ENSG00000282906,1
ENSG00000268516,1
ENSG00000229043,1
ENSG00000279453,1
ENSG00000223813,0
ENSG00000182109,0
ENSG00000273148,0
ENSG00000276533,0
ENSG00000282885,1
ENSG00000265692,0
ENSG00000175061,1
ENSG00000257718,1
ENSG00000244468,1
ENSG00000265479,0
ENSG00000214248,0
ENSG00000235078,0
ENSG00000279865,0
ENSG00000279066,0
ENSG00000280353,0
ENSG00000244184,1
ENSG00000234509,0
ENSG00000279583,0
ENSG00000258096,0
ENSG00000272892,0
ENSG00000267121,0
ENSG00000265263,0
ENSG00000225339,0
ENSG00000270426,0
ENSG00000248925,1
ENSG00000279048,0
ENSG00000269054,0
ENSG00000280032,0
ENSG00000224596,0
ENSG00000255284,0
ENSG00000246350,0
ENSG00000215808,0
ENSG00000279555,0
ENSG00000279277,0
ENSG00000276408,0
ENSG00000279031,0
ENSG00000226137,0
ENSG00000128254,0
ENSG00000267519,0
ENSG00000271976,0
ENSG00000272589,0
ENSG00000262420,0
ENSG00000177337,0
ENSG00000277247,0
ENSG00000232645,0
ENSG00000280424,0
ENSG00000267827,0
ENSG00000279861,0
ENSG00000235475,0
ENSG00000276272,0
ENSG00000278206,0
ENSG00000234695,0
ENSG00000236088,0
ENSG00000281100,0
ENSG00000257167,0
ENSG00000280120,0
ENSG00000278829,0
ENSG00000258317,0
ENSG00000227741,0
ENSG00000237298,0
ENSG00000203497,0
ENSG00000272841,0
ENSG00000234676,1
ENSG00000236263,0
ENSG00000257815,0
ENSG00000262877,0
ENSG00000273329,0
ENSG00000275902,0
ENSG00000234684,0
ENSG00000239523,0
ENSG00000263823,0
ENSG00000279148,1
ENSG00000257433,1
ENSG00000264207,0
ENSG00000270277,0
ENSG00000280277,0
ENSG00000246889,0
ENSG00000268403,0
ENSG00000273366,1
ENSG00000237037,0
ENSG00000250208,0
ENSG00000244945,0
ENSG00000253500,1
ENSG00000270096,0
ENSG00000206532,1
ENSG00000224046,1
ENSG00000214145,0
ENSG00000247092,0
ENSG00000237094,0
ENSG00000272476,1
ENSG00000273230,0
ENSG00000280106,1
ENSG00000262728,0
ENSG00000253686,0
ENSG00000272993,0
ENSG00000259330,0
ENSG00000267152,1
ENSG00000224985,0
ENSG00000256894,0
ENSG00000275485,0
ENSG00000229261,0
ENSG00000267416,0
ENSG00000235387,0
ENSG00000242687,0
ENSG00000272525,0
ENSG00000261087,0
ENSG00000261071,0
ENSG00000215447,0
ENSG00000236546,1
ENSG00000230487,0
ENSG00000283122,0
ENSG00000235530,0
ENSG00000267278,0
ENSG00000278831,0
ENSG00000248980,0
ENSG00000278743,0
ENSG00000146666,1
ENSG00000273450,0
ENSG00000268218,0
ENSG00000277476,0
ENSG00000279673,0
ENSG00000277283,0
ENSG00000260418,0
ENSG00000232940,0
ENSG00000260583,0
ENSG00000259456,1
ENSG00000203711,1
ENSG00000251003,0
ENSG00000241728,0
ENSG00000264235,1
ENSG00000279821,0
ENSG00000272808,0
ENSG00000270419,0
ENSG00000260589,0
ENSG00000257702,0
ENSG00000276259,0
ENSG00000261334,0
ENSG00000233527,0
ENSG00000241316,1
ENSG00000259488,0
ENSG00000275894,0
ENSG00000260083,1
ENSG00000234362,0
ENSG00000235453,1
ENSG00000276980,0
ENSG00000260852,0
ENSG00000230438,1
ENSG00000251381,1
ENSG00000260942,0
ENSG00000255135,1
ENSG00000280402,0
ENSG00000270195,0
ENSG00000260910,0
ENSG00000268006,0
ENSG00000271781,0
ENSG00000197332,0
ENSG00000273311,0
ENSG00000272341,0
ENSG00000230082,1
ENSG00000164385,0
ENSG00000258768,0
ENSG00000269473,0
ENSG00000231528,1
ENSG00000272368,0
ENSG00000237187,0
ENSG00000272145,0
ENSG00000271918,0
ENSG00000261079,0
