ENSEMBL ID,label
ENSG00000244625,0
ENSG00000261071,1
ENSG00000282381,0
ENSG00000276791,0
ENSG00000264235,0
ENSG00000253986,1
ENSG00000163009,0
ENSG00000233175,0
ENSG00000225986,1
ENSG00000261534,0
ENSG00000237424,0
ENSG00000279253,0
ENSG00000282021,1
ENSG00000267546,0
ENSG00000260280,0
ENSG00000203876,0
ENSG00000246523,1
ENSG00000215067,0
ENSG00000228496,1
ENSG00000259891,1
ENSG00000248131,0
ENSG00000235245,0
ENSG00000276449,0
ENSG00000232850,0
ENSG00000248508,1
ENSG00000262877,0
ENSG00000203288,0
ENSG00000223478,1
ENSG00000273356,0
ENSG00000271851,0
ENSG00000278338,0
ENSG00000273203,0
ENSG00000260565,0
ENSG00000269958,0
ENSG00000264772,0
ENSG00000272195,0
ENSG00000267073,1
ENSG00000275441,0
ENSG00000277879,1
ENSG00000226137,1
ENSG00000283078,0
ENSG00000277232,0
ENSG00000253320,1
ENSG00000228989,0
ENSG00000266053,0
ENSG00000264448,1
ENSG00000278864,0
ENSG00000273387,0
ENSG00000272221,0
ENSG00000214401,1
ENSG00000271888,0
ENSG00000255020,1
ENSG00000224635,0
ENSG00000205611,0
ENSG00000245060,1
ENSG00000179406,0
ENSG00000273295,0
ENSG00000269951,0
ENSG00000275703,0
ENSG00000246090,0
ENSG00000231527,0
ENSG00000229056,0
ENSG00000261643,0
ENSG00000257086,0
ENSG00000267248,0
ENSG00000259921,0
ENSG00000279191,0
ENSG00000273702,1
ENSG00000229666,0
ENSG00000279608,0
ENSG00000236753,1
ENSG00000254694,0
ENSG00000274080,0
ENSG00000272688,1
ENSG00000236200,0
ENSG00000232063,1
ENSG00000170846,1
ENSG00000272010,0
ENSG00000280355,0
ENSG00000267453,1
ENSG00000277938,0
ENSG00000233178,0
ENSG00000263731,1
ENSG00000238035,0
ENSG00000234006,0
ENSG00000267321,1
ENSG00000268061,1
ENSG00000229852,0
ENSG00000279799,0
ENSG00000278970,1
ENSG00000237429,1
ENSG00000261428,0
ENSG00000279407,0
ENSG00000260917,0
ENSG00000262001,0
ENSG00000231890,0
ENSG00000282851,1
ENSG00000260276,0
ENSG00000279555,0
ENSG00000280036,0
ENSG00000279948,0
ENSG00000267283,0
ENSG00000263013,0
ENSG00000228918,0
ENSG00000278733,0
ENSG00000227199,0
ENSG00000259438,1
ENSG00000277147,0
ENSG00000278133,0
ENSG00000232671,1
ENSG00000272949,0
ENSG00000279792,0
ENSG00000267892,1
ENSG00000276853,0
ENSG00000272223,0
ENSG00000276272,0
ENSG00000250159,0
ENSG00000254480,1
ENSG00000279649,0
ENSG00000259972,0
ENSG00000272906,0
ENSG00000266401,0
ENSG00000218018,1
ENSG00000269846,0
ENSG00000269600,0
ENSG00000263711,0
ENSG00000239705,1
ENSG00000279613,0
ENSG00000278376,0
ENSG00000225300,0
ENSG00000272273,1
ENSG00000250133,0
ENSG00000268364,0
ENSG00000229688,0
ENSG00000116883,0
ENSG00000272486,0
ENSG00000226009,0
ENSG00000226950,1
ENSG00000279164,1
ENSG00000279700,0
ENSG00000261879,0
ENSG00000280279,0
ENSG00000203499,1
ENSG00000234142,1
ENSG00000242086,0
ENSG00000279791,0
ENSG00000262880,0
ENSG00000254876,0
ENSG00000267327,0
ENSG00000280143,0
ENSG00000232949,0
ENSG00000230530,0
ENSG00000247498,0
ENSG00000264247,0
ENSG00000279162,0
ENSG00000279227,0
ENSG00000231908,1
ENSG00000230185,0
ENSG00000272716,1
ENSG00000213963,0
ENSG00000219545,1
ENSG00000272644,1
ENSG00000238197,0
ENSG00000231074,0
ENSG00000234722,1
ENSG00000260329,0
ENSG00000260060,0
ENSG00000186235,0
ENSG00000260495,0
ENSG00000279429,0
ENSG00000280327,0
ENSG00000258038,0
ENSG00000271754,1
ENSG00000272888,0
ENSG00000226287,1
ENSG00000250132,1
ENSG00000279372,0
ENSG00000256948,0
ENSG00000275016,1
ENSG00000232006,0
ENSG00000233184,0
ENSG00000233316,0
ENSG00000255495,0
ENSG00000254468,0
ENSG00000273464,0
ENSG00000230724,0
ENSG00000260778,0
ENSG00000275964,1
ENSG00000267896,0
ENSG00000261487,1
ENSG00000279117,1
ENSG00000259291,1
ENSG00000270030,1
ENSG00000279048,0
ENSG00000255507,1
ENSG00000269961,0
ENSG00000167355,0
ENSG00000251442,0
ENSG00000259623,1
ENSG00000232093,1
ENSG00000271335,0
ENSG00000272462,0
ENSG00000251661,0
ENSG00000280739,0
ENSG00000272851,0
ENSG00000279742,0
ENSG00000261526,0
ENSG00000278200,0
ENSG00000275857,0
ENSG00000225880,1
ENSG00000181798,0
ENSG00000276931,0
ENSG00000229891,1
ENSG00000279425,0
ENSG00000261824,1
ENSG00000271869,0
ENSG00000243479,1
ENSG00000231999,0
ENSG00000259471,1
ENSG00000235659,0
ENSG00000272455,0
ENSG00000279673,1
ENSG00000214922,0
ENSG00000266236,0
ENSG00000269982,0
ENSG00000226043,1
ENSG00000214188,0
ENSG00000274849,0
ENSG00000259605,0
ENSG00000231113,0
ENSG00000229980,1
ENSG00000214919,0
