ENSEMBL ID,label
ENSG00000264247,1
ENSG00000128254,0
ENSG00000270277,0
ENSG00000231607,1
ENSG00000261448,0
ENSG00000281128,1
ENSG00000275703,0
ENSG00000278996,0
ENSG00000266010,0
ENSG00000272853,1
ENSG00000226287,0
ENSG00000230487,0
ENSG00000255366,0
ENSG00000279519,0
ENSG00000264920,1
ENSG00000246273,1
ENSG00000254929,0
ENSG00000250697,1
ENSG00000266921,1
ENSG00000232093,1
ENSG00000255498,0
ENSG00000234817,0
ENSG00000263412,1
ENSG00000232194,1
ENSG00000276867,0
ENSG00000262468,0
ENSG00000163009,0
ENSG00000240731,0
ENSG00000279539,1
ENSG00000271888,1
ENSG00000261485,1
ENSG00000281332,0
ENSG00000229647,1
ENSG00000239332,1
ENSG00000245468,1
ENSG00000238062,1
ENSG00000213742,1
ENSG00000277352,0
ENSG00000242588,0
ENSG00000257167,1
ENSG00000233483,0
ENSG00000204584,0
ENSG00000269044,0
ENSG00000260704,1
ENSG00000268798,0
ENSG00000248508,1
ENSG00000277491,0
ENSG00000235531,1
ENSG00000247095,0
ENSG00000230061,0
ENSG00000268603,1
ENSG00000279259,0
ENSG00000272848,0
ENSG00000261342,1
ENSG00000257607,0
ENSG00000272077,0
ENSG00000237489,0
ENSG00000255449,0
ENSG00000231105,0
ENSG00000261670,0
ENSG00000267940,0
ENSG00000274307,0
ENSG00000273247,0
ENSG00000267698,1
ENSG00000258303,1
ENSG00000245330,0
ENSG00000270195,0
ENSG00000236901,0
ENSG00000245149,0
ENSG00000215769,0
ENSG00000213904,1
ENSG00000230724,0
ENSG00000255774,1
ENSG00000272677,1
ENSG00000225138,0
ENSG00000260604,0
ENSG00000225975,1
ENSG00000279356,0
ENSG00000273384,1
ENSG00000267395,0
ENSG00000259422,0
ENSG00000263874,0
ENSG00000271754,0
ENSG00000228801,1
ENSG00000233922,0
ENSG00000267100,1
ENSG00000260792,0
ENSG00000164385,0
ENSG00000267278,1
ENSG00000272686,1
ENSG00000267896,0
ENSG00000272948,0
ENSG00000231365,0
ENSG00000244649,0
ENSG00000254859,0
ENSG00000272688,1
ENSG00000240476,1
ENSG00000232530,1
ENSG00000259366,0
ENSG00000254367,1
ENSG00000277744,0
ENSG00000272659,0
ENSG00000234912,0
ENSG00000250903,1
ENSG00000247498,1
ENSG00000272931,1
ENSG00000245849,0
ENSG00000253982,1
ENSG00000246174,1
ENSG00000273760,0
ENSG00000243766,0
ENSG00000260658,0
ENSG00000274105,0
ENSG00000248866,1
ENSG00000227403,1
ENSG00000232533,1
ENSG00000237481,0
ENSG00000265148,1
ENSG00000261533,0
ENSG00000214106,1
ENSG00000241155,1
ENSG00000273329,0
ENSG00000272328,0
ENSG00000256050,0
ENSG00000215039,0
ENSG00000152931,1
ENSG00000250073,1
ENSG00000230747,1
ENSG00000204362,0
ENSG00000226007,1
ENSG00000231298,1
ENSG00000260647,0
ENSG00000260328,1
ENSG00000237149,1
ENSG00000274677,0
ENSG00000273394,1
ENSG00000272068,0
ENSG00000278291,1
ENSG00000278991,0
ENSG00000256955,0
ENSG00000272844,1
ENSG00000259921,0
ENSG00000279822,0
ENSG00000268516,1
ENSG00000228434,0
ENSG00000272512,0
ENSG00000229334,1
ENSG00000273209,1
ENSG00000281491,0
ENSG00000276851,0
ENSG00000186615,1
ENSG00000261098,0
ENSG00000249592,0
ENSG00000236830,1
ENSG00000276488,0
ENSG00000219545,1
ENSG00000262319,0
ENSG00000276248,0
ENSG00000189223,0
ENSG00000253669,1
ENSG00000273387,0
ENSG00000265100,1
ENSG00000273142,0
ENSG00000260528,0
ENSG00000275202,1
ENSG00000244219,0
ENSG00000261762,1
ENSG00000226812,1
ENSG00000248925,1
ENSG00000230658,1
ENSG00000258875,0
